godina;Datum;Volume;JedMj;Lokacija;Energija
2024;2024-03-01;2.75165658;spremnik (1100 l);Lokacija-3511;Garbage
2024;2024-03-01;2.75165658;spremnik (1100 l);Lokacija-3811;Garbage
2024;2024-03-01;2.76087486;spremnik (1100 l);Lokacija-62;Garbage
2024;2024-03-01;2.77009314;spremnik (1100 l);Lokacija-432;Garbage
2024;2024-03-01;2.77009314;spremnik (1100 l);Lokacija-2393;Garbage
2024;2024-03-01;2.78161599;spremnik (1100 l);Lokacija-4656;Garbage
2024;2024-03-01;2.78852970;spremnik (1100 l);Lokacija-810;Garbage
2024;2024-03-01;2.88461250;m3;Lokacija-4633;Water
2024;2024-03-01;2.88461250;m3;Lokacija-4391;Water
2024;2024-03-01;2.88461250;m3;Lokacija-2307;Water
2024;2024-03-01;2.88461250;m3;Lokacija-2176;Water
2024;2024-03-01;2.88461250;m3;Lokacija-543;Water
2024;2024-03-01;2.89223535;spremnik (1100 l);Lokacija-3289;Garbage
2024;2024-03-01;2.91067191;spremnik (1100 l);Lokacija-3181;Garbage
2024;2024-03-01;2.91989019;spremnik (1100 l);Lokacija-3572;Garbage
2024;2024-03-01;2.93076630;m3;Lokacija-715;Water
2024;2024-03-01;2.95215417;spremnik (1100 l);Lokacija-4118;Garbage
2024;2024-03-01;3.00746385;spremnik (1100 l);Lokacija-1938;Garbage
2024;2024-03-01;3.01538160;m3;Lokacija-1062;Water
2024;2024-03-01;3.02359584;spremnik (1100 l);Lokacija-2504;Garbage
2024;2024-03-01;3.02359584;spremnik (1100 l);Lokacija-79;Garbage
2024;2024-03-01;3.02359584;spremnik (1100 l);Lokacija-1026;Garbage
2024;2024-03-01;3.03076620;m3;Lokacija-3342;Water
2024;2024-03-01;3.04433697;spremnik (1100 l);Lokacija-2949;Garbage
2024;2024-03-01;3.06277353;spremnik (1100 l);Lokacija-1704;Garbage
2024;2024-03-01;3.11153535;m3;Lokacija-3134;Water
2024;2024-03-01;3.11538150;m3;Lokacija-1502;Water
2024;2024-03-01;3.11538150;m3;Lokacija-3560;Water
2024;2024-03-01;3.13076610;m3;Lokacija-4050;Water
2024;2024-03-01;3.15265176;spremnik (1100 l);Lokacija-172;Garbage
2024;2024-03-01;3.19615065;m3;Lokacija-2366;Water
2024;2024-03-01;3.19615065;m3;Lokacija-2746;Water
2024;2024-03-01;3.21717972;spremnik (1100 l);Lokacija-3382;Garbage
2024;2024-03-01;3.24022542;spremnik (1100 l);Lokacija-2206;Garbage
2024;2024-03-01;3.24230445;m3;Lokacija-3866;Water
2024;2024-03-01;3.24713913;spremnik (1100 l);Lokacija-2036;Garbage
2024;2024-03-01;3.24999675;m3;Lokacija-3875;Water
2024;2024-03-01;3.26557569;spremnik (1100 l);Lokacija-3342;Garbage
2024;2024-03-01;3.37307355;m3;Lokacija-362;Water
2024;2024-03-01;3.38310876;spremnik (1100 l);Lokacija-4376;Garbage
2024;2024-03-01;3.44533215;spremnik (1100 l);Lokacija-3866;Garbage
2024;2024-03-01;3.44533215;spremnik (1100 l);Lokacija-2596;Garbage
2024;2024-03-01;3.45099580;m3;Lokacija-1627;Gas
2024;2024-03-01;3.45099580;m3;Lokacija-1261;Gas
2024;2024-03-01;3.45099580;m3;Lokacija-3572;Gas
2024;2024-03-01;3.45099580;m3;Lokacija-3177;Gas
2024;2024-03-01;3.45224586;spremnik (1100 l);Lokacija-2366;Garbage
2024;2024-03-01;3.45685500;spremnik (1100 l);Lokacija-362;Garbage
2024;2024-03-01;3.45685500;spremnik (1100 l);Lokacija-1062;Garbage
2024;2024-03-01;3.45685500;spremnik (1100 l);Lokacija-138;Garbage
2024;2024-03-01;3.45685500;spremnik (1100 l);Lokacija-888;Garbage
2024;2024-03-01;3.45685500;spremnik (1100 l);Lokacija-3647;Garbage
2024;2024-03-01;3.45685500;spremnik (1100 l);Lokacija-1498;Garbage
2024;2024-03-01;3.49833726;spremnik (1100 l);Lokacija-3073;Garbage
2024;2024-03-01;3.49833726;spremnik (1100 l);Lokacija-1850;Garbage
2024;2024-03-01;3.50294640;spremnik (1100 l);Lokacija-4038;Garbage
2024;2024-03-01;3.52691955;m3;Lokacija-1239;Water
2024;2024-03-01;3.56153490;m3;Lokacija-1850;Water
2024;2024-03-01;3.62047947;spremnik (1100 l);Lokacija-4090;Garbage
2024;2024-03-01;3.62047947;spremnik (1100 l);Lokacija-1002;Garbage
2024;2024-03-01;3.62691945;m3;Lokacija-213;Water
2024;2024-03-01;3.68076555;m3;Lokacija-1727;Water
2024;2024-03-01;3.73801254;spremnik (1100 l);Lokacija-792;Garbage
2024;2024-03-01;3.74230395;m3;Lokacija-3733;Water
2024;2024-03-01;3.75183996;spremnik (1100 l);Lokacija-442;Garbage
2024;2024-03-01;3.77144541;m3;Lokacija-3629;Gas
2024;2024-03-01;3.77691930;m3;Lokacija-1261;Water
2024;2024-03-01;3.80254050;spremnik (1100 l);Lokacija-1761;Garbage
2024;2024-03-01;3.80768850;m3;Lokacija-4090;Water
2024;2024-03-01;3.83710905;spremnik (1100 l);Lokacija-1738;Garbage
2024;2024-03-01;3.86476389;spremnik (1100 l);Lokacija-2444;Garbage
2024;2024-03-01;3.87307305;m3;Lokacija-2357;Water
2024;2024-03-01;3.90394158;spremnik (1100 l);Lokacija-4642;Garbage
2024;2024-03-01;3.91922685;m3;Lokacija-3308;Water
2024;2024-03-01;3.97999239;spremnik (1100 l);Lokacija-3588;Garbage
2024;2024-03-01;3.98076525;m3;Lokacija-1437;Water
2024;2024-03-01;3.99230370;m3;Lokacija-2192;Water
2024;2024-03-01;4.00534266;spremnik (1100 l);Lokacija-1658;Garbage
2024;2024-03-01;4.00995180;spremnik (1100 l);Lokacija-221;Garbage
2024;2024-03-01;4.00995180;spremnik (1100 l);Lokacija-3980;Garbage
2024;2024-03-01;4.03461135;m3;Lokacija-1275;Water
2024;2024-03-01;4.03461135;m3;Lokacija-4811;Water
2024;2024-03-01;4.05834777;spremnik (1100 l);Lokacija-1247;Garbage
2024;2024-03-01;4.06987062;spremnik (1100 l);Lokacija-3870;Garbage
2024;2024-03-01;4.06987062;spremnik (1100 l);Lokacija-4683;Garbage
2024;2024-03-01;4.06987062;spremnik (1100 l);Lokacija-766;Garbage
2024;2024-03-01;4.06987062;spremnik (1100 l);Lokacija-332;Garbage
2024;2024-03-01;4.12691895;m3;Lokacija-2036;Water
2024;2024-03-01;4.14614970;m3;Lokacija-1637;Water
2024;2024-03-01;4.15053057;spremnik (1100 l);Lokacija-2357;Garbage
2024;2024-03-01;4.16153430;m3;Lokacija-3300;Water
2024;2024-03-01;4.16896713;spremnik (1100 l);Lokacija-1622;Garbage
2024;2024-03-01;4.18845735;m3;Lokacija-713;Water
2024;2024-03-01;4.21736310;spremnik (1100 l);Lokacija-636;Garbage
2024;2024-03-01;4.23076500;m3;Lokacija-28;Water
2024;2024-03-01;4.25768805;m3;Lokacija-4557;Water
2024;2024-03-01;4.25768805;m3;Lokacija-3698;Water
2024;2024-03-01;4.26345450;spremnik (1100 l);Lokacija-1637;Garbage
2024;2024-03-01;4.26345450;spremnik (1100 l);Lokacija-2746;Garbage
2024;2024-03-01;4.26345450;spremnik (1100 l);Lokacija-97;Garbage
2024;2024-03-01;4.26806364;spremnik (1100 l);Lokacija-958;Garbage
2024;2024-03-01;4.26806364;spremnik (1100 l);Lokacija-4137;Garbage
2024;2024-03-01;4.29110934;spremnik (1100 l);Lokacija-1081;Garbage
2024;2024-03-01;4.32106875;spremnik (1100 l);Lokacija-4134;Garbage
2024;2024-03-01;4.34614950;m3;Lokacija-1752;Water
2024;2024-03-01;4.35768795;m3;Lokacija-1180;Water
2024;2024-03-01;4.37176929;spremnik (1100 l);Lokacija-2940;Garbage
2024;2024-03-01;4.38559671;spremnik (1100 l);Lokacija-3033;Garbage
2024;2024-03-01;4.38845715;m3;Lokacija-1498;Water
2024;2024-03-01;4.57307235;m3;Lokacija-3382;Water
2024;2024-03-01;4.59531258;spremnik (1100 l);Lokacija-3409;Garbage
2024;2024-03-01;4.64614920;m3;Lokacija-2477;Water
2024;2024-03-01;4.66922610;m3;Lokacija-4038;Water
2024;2024-03-01;4.67307225;m3;Lokacija-780;Water
2024;2024-03-01;4.69614915;m3;Lokacija-2817;Water
2024;2024-03-01;4.69901823;spremnik (1100 l);Lokacija-4622;Garbage
2024;2024-03-01;4.73128221;spremnik (1100 l);Lokacija-223;Garbage
2024;2024-03-01;4.75384140;m3;Lokacija-1496;Water
2024;2024-03-01;4.77276447;spremnik (1100 l);Lokacija-990;Garbage
2024;2024-03-01;4.78845675;m3;Lokacija-1286;Water
2024;2024-03-01;4.78845675;m3;Lokacija-4857;Water
2024;2024-03-01;4.83076440;m3;Lokacija-1026;Water
2024;2024-03-01;4.99169862;spremnik (1100 l);Lokacija-2256;Garbage
2024;2024-03-01;5.00552604;spremnik (1100 l);Lokacija-3988;Garbage
2024;2024-03-01;5.00552604;spremnik (1100 l);Lokacija-1358;Garbage
2024;2024-03-01;5.00783061;spremnik (1100 l);Lokacija-3334;Garbage
2024;2024-03-01;5.00783061;spremnik (1100 l);Lokacija-438;Garbage
2024;2024-03-01;5.02857174;spremnik (1100 l);Lokacija-1275;Garbage
2024;2024-03-01;5.02857174;spremnik (1100 l);Lokacija-4811;Garbage
2024;2024-03-01;5.03845650;m3;Lokacija-2319;Water
2024;2024-03-01;5.03845650;m3;Lokacija-978;Water
2024;2024-03-01;5.03845650;m3;Lokacija-1508;Water
2024;2024-03-01;5.08076415;m3;Lokacija-1338;Water
2024;2024-03-01;5.11537950;m3;Lokacija-79;Water
2024;2024-03-01;5.11537950;m3;Lokacija-3980;Water
2024;2024-03-01;5.11537950;m3;Lokacija-221;Water
2024;2024-03-01;5.12305911;spremnik (1100 l);Lokacija-3128;Garbage
2024;2024-03-01;5.12305911;spremnik (1100 l);Lokacija-2799;Garbage
2024;2024-03-01;5.12997282;spremnik (1100 l);Lokacija-3979;Garbage
2024;2024-03-01;5.16684594;spremnik (1100 l);Lokacija-3674;Garbage
2024;2024-03-01;5.18528250;spremnik (1100 l);Lokacija-843;Garbage
2024;2024-03-01;5.18528250;spremnik (1100 l);Lokacija-3285;Garbage
2024;2024-03-01;5.19614865;m3;Lokacija-342;Water
2024;2024-03-01;5.20384095;m3;Lokacija-2143;Water
2024;2024-03-01;5.20602363;spremnik (1100 l);Lokacija-674;Garbage
2024;2024-03-01;5.20602363;spremnik (1100 l);Lokacija-1759;Garbage
2024;2024-03-01;5.25441960;spremnik (1100 l);Lokacija-577;Garbage
2024;2024-03-01;5.25768705;m3;Lokacija-4692;Water
2024;2024-03-01;5.29230240;m3;Lokacija-3000;Water
2024;2024-03-01;5.30384085;m3;Lokacija-2156;Water
2024;2024-03-01;5.31153315;m3;Lokacija-2691;Water
2024;2024-03-01;5.31894756;spremnik (1100 l);Lokacija-1657;Garbage
2024;2024-03-01;5.33845620;m3;Lokacija-636;Water
2024;2024-03-01;5.34890697;spremnik (1100 l);Lokacija-3494;Garbage
2024;2024-03-01;5.34904349;m3;Lokacija-1815;Gas
2024;2024-03-01;5.39730294;spremnik (1100 l);Lokacija-1354;Garbage
2024;2024-03-01;5.39960751;spremnik (1100 l);Lokacija-2180;Garbage
2024;2024-03-01;5.39999460;m3;Lokacija-249;Water
2024;2024-03-01;5.43460995;m3;Lokacija-2393;Water
2024;2024-03-01;5.47565832;spremnik (1100 l);Lokacija-3295;Garbage
2024;2024-03-01;5.47565832;spremnik (1100 l);Lokacija-4202;Garbage
2024;2024-03-01;5.49179031;spremnik (1100 l);Lokacija-1593;Garbage
2024;2024-03-01;5.60240967;spremnik (1100 l);Lokacija-713;Garbage
2024;2024-03-01;5.64614820;m3;Lokacija-2875;Water
2024;2024-03-01;5.64614820;m3;Lokacija-3108;Water
2024;2024-03-01;5.68998333;spremnik (1100 l);Lokacija-1854;Garbage
2024;2024-03-01;5.68998333;spremnik (1100 l);Lokacija-2875;Garbage
2024;2024-03-01;5.68998333;spremnik (1100 l);Lokacija-4361;Garbage
2024;2024-03-01;5.76153270;m3;Lokacija-3298;Water
2024;2024-03-01;5.76537885;m3;Lokacija-3128;Water
2024;2024-03-01;5.79230190;m3;Lokacija-1627;Water
2024;2024-03-01;5.80521183;spremnik (1100 l);Lokacija-4030;Garbage
2024;2024-03-01;5.82134382;spremnik (1100 l);Lokacija-2347;Garbage
2024;2024-03-01;5.86153260;m3;Lokacija-4549;Water
2024;2024-03-01;5.88356721;spremnik (1100 l);Lokacija-3974;Garbage
2024;2024-03-01;5.91122205;spremnik (1100 l);Lokacija-2316;Garbage
2024;2024-03-01;5.93196318;spremnik (1100 l);Lokacija-2056;Garbage
2024;2024-03-01;5.97575001;spremnik (1100 l);Lokacija-1491;Garbage
2024;2024-03-01;5.99999400;m3;Lokacija-2256;Water
2024;2024-03-01;6.00768630;m3;Lokacija-432;Water
2024;2024-03-01;6.03797340;spremnik (1100 l);Lokacija-3898;Garbage
2024;2024-03-01;6.09558765;spremnik (1100 l);Lokacija-158;Garbage
2024;2024-03-01;6.09558765;spremnik (1100 l);Lokacija-1466;Garbage
2024;2024-03-01;6.09558765;spremnik (1100 l);Lokacija-3134;Garbage
2024;2024-03-01;6.09558765;spremnik (1100 l);Lokacija-598;Garbage
2024;2024-03-01;6.09558765;spremnik (1100 l);Lokacija-1502;Garbage
2024;2024-03-01;6.09558765;spremnik (1100 l);Lokacija-4308;Garbage
2024;2024-03-01;6.09558765;spremnik (1100 l);Lokacija-934;Garbage
2024;2024-03-01;6.09558765;spremnik (1100 l);Lokacija-850;Garbage
2024;2024-03-01;6.09558765;spremnik (1100 l);Lokacija-3093;Garbage
2024;2024-03-01;6.09558765;spremnik (1100 l);Lokacija-156;Garbage
2024;2024-03-01;6.09558765;spremnik (1100 l);Lokacija-4849;Garbage
2024;2024-03-01;6.09558765;spremnik (1100 l);Lokacija-724;Garbage
2024;2024-03-01;6.09558765;spremnik (1100 l);Lokacija-3632;Garbage
2024;2024-03-01;6.09558765;spremnik (1100 l);Lokacija-98;Garbage
2024;2024-03-01;6.09558765;spremnik (1100 l);Lokacija-106;Garbage
2024;2024-03-01;6.09558765;spremnik (1100 l);Lokacija-1179;Garbage
2024;2024-03-01;6.09999390;m3;Lokacija-3929;Water
2024;2024-03-01;6.10941507;spremnik (1100 l);Lokacija-3560;Garbage
2024;2024-03-01;6.11537850;m3;Lokacija-3611;Water
2024;2024-03-01;6.13460925;m3;Lokacija-888;Water
2024;2024-03-01;6.19999380;m3;Lokacija-4620;Water
2024;2024-03-01;6.26382126;spremnik (1100 l);Lokacija-1752;Garbage
2024;2024-03-01;6.34678578;spremnik (1100 l);Lokacija-2691;Garbage
2024;2024-03-01;6.35830863;spremnik (1100 l);Lokacija-1673;Garbage
2024;2024-03-01;6.35830863;spremnik (1100 l);Lokacija-1727;Garbage
2024;2024-03-01;6.35830863;spremnik (1100 l);Lokacija-4655;Garbage
2024;2024-03-01;6.35830863;spremnik (1100 l);Lokacija-4324;Garbage
2024;2024-03-01;6.35830863;spremnik (1100 l);Lokacija-4282;Garbage
2024;2024-03-01;6.36291777;spremnik (1100 l);Lokacija-1883;Garbage
2024;2024-03-01;6.36291777;spremnik (1100 l);Lokacija-1286;Garbage
2024;2024-03-01;6.43435944;spremnik (1100 l);Lokacija-657;Garbage
2024;2024-03-01;6.48076275;m3;Lokacija-1361;Water
2024;2024-03-01;6.48966912;spremnik (1100 l);Lokacija-2911;Garbage
2024;2024-03-01;6.52307040;m3;Lokacija-3851;Water
2024;2024-03-01;6.59230110;m3;Lokacija-4017;Water
2024;2024-03-01;6.65098902;spremnik (1100 l);Lokacija-682;Garbage
2024;2024-03-01;6.68555757;spremnik (1100 l);Lokacija-3495;Garbage
2024;2024-03-01;6.80539521;spremnik (1100 l);Lokacija-706;Garbage
2024;2024-03-01;6.82691625;m3;Lokacija-3988;Water
2024;2024-03-01;6.86761860;spremnik (1100 l);Lokacija-1579;Garbage
2024;2024-03-01;6.94366941;spremnik (1100 l);Lokacija-3723;Garbage
2024;2024-03-01;6.99230070;m3;Lokacija-223;Water
2024;2024-03-01;7.01153145;m3;Lokacija-1815;Water
2024;2024-03-01;7.01511108;spremnik (1100 l);Lokacija-48;Garbage
2024;2024-03-01;7.01511108;spremnik (1100 l);Lokacija-1932;Garbage
2024;2024-03-01;7.01511108;spremnik (1100 l);Lokacija-2035;Garbage
2024;2024-03-01;7.01511108;spremnik (1100 l);Lokacija-383;Garbage
2024;2024-03-01;7.16153130;m3;Lokacija-2309;Water
2024;2024-03-01;7.27306965;m3;Lokacija-414;Water
2024;2024-03-01;7.29230040;m3;Lokacija-4537;Water
2024;2024-03-01;7.30779147;spremnik (1100 l);Lokacija-2057;Garbage
2024;2024-03-01;7.33083717;spremnik (1100 l);Lokacija-3597;Garbage
2024;2024-03-01;7.47141594;spremnik (1100 l);Lokacija-348;Garbage
2024;2024-03-01;7.54614630;m3;Lokacija-2949;Water
2024;2024-03-01;7.57742616;spremnik (1100 l);Lokacija-953;Garbage
2024;2024-03-01;7.86153060;m3;Lokacija-1185;Water
2024;2024-03-01;7.91922285;m3;Lokacija-4642;Water
2024;2024-03-01;8.12821839;spremnik (1100 l);Lokacija-2764;Garbage
2024;2024-03-01;8.17691490;m3;Lokacija-1081;Water
2024;2024-03-01;8.35406625;spremnik (1100 l);Lokacija-17;Garbage
2024;2024-03-01;8.38845315;m3;Lokacija-2676;Water
2024;2024-03-01;8.39324394;spremnik (1100 l);Lokacija-3642;Garbage
2024;2024-03-01;8.39614545;m3;Lokacija-134;Water
2024;2024-03-01;8.40246222;spremnik (1100 l);Lokacija-4669;Garbage
2024;2024-03-01;8.55383760;m3;Lokacija-792;Water
2024;2024-03-01;8.57818956;m3;Lokacija-2309;Gas
2024;2024-03-01;8.62600551;spremnik (1100 l);Lokacija-2217;Garbage
2024;2024-03-01;8.77810713;spremnik (1100 l);Lokacija-1344;Garbage
2024;2024-03-01;9.05696010;spremnik (1100 l);Lokacija-3300;Garbage
2024;2024-03-01;9.23671656;spremnik (1100 l);Lokacija-1733;Garbage
2024;2024-03-01;9.24229845;m3;Lokacija-4655;Water
2024;2024-03-01;9.32306760;m3;Lokacija-156;Water
2024;2024-03-01;9.38460600;m3;Lokacija-4230;Water
2024;2024-03-01;9.41922135;m3;Lokacija-1491;Water
2024;2024-03-01;9.63310260;spremnik (1100 l);Lokacija-3739;Garbage
2024;2024-03-01;9.63540717;spremnik (1100 l);Lokacija-395;Garbage
2024;2024-03-01;9.63540717;spremnik (1100 l);Lokacija-250;Garbage
2024;2024-03-01;10.09632117;spremnik (1100 l);Lokacija-20;Garbage
2024;2024-03-01;10.61024028;spremnik (1100 l);Lokacija-4537;Garbage
2024;2024-03-01;12.19117530;spremnik (1100 l);Lokacija-1983;Garbage
2024;2024-03-01;12.28379796;kWh;Lokacija-2297;Electicity
2024;2024-03-01;12.42358488;m3;Lokacija-4557;Gas
2024;2024-03-01;12.54377451;spremnik (1100 l);Lokacija-4684;Garbage
2024;2024-03-01;12.71661726;spremnik (1100 l);Lokacija-926;Garbage
2024;2024-03-01;13.43075580;m3;Lokacija-4324;Water
2024;2024-03-01;13.71921705;m3;Lokacija-17;Water
2024;2024-03-01;15.06536955;m3;Lokacija-4118;Water
2024;2024-03-01;15.39998460;m3;Lokacija-20;Water
2024;2024-03-01;16.51536810;m3;Lokacija-3588;Water
2024;2024-03-01;17.33497554;spremnik (1100 l);Lokacija-3601;Garbage
2024;2024-03-01;19.21780923;spremnik (1100 l);Lokacija-2394;Garbage
2024;2024-03-01;20.86920990;m3;Lokacija-2649;Water
2024;2024-03-01;22.87327896;kWh;Lokacija-1361;Electicity
2024;2024-03-01;25.72591491;spremnik (1100 l);Lokacija-4182;Garbage
2024;2024-03-01;25.79997420;m3;Lokacija-1948;Water
2024;2024-03-01;26.74521745;m3;Lokacija-1738;Gas
2024;2024-03-01;38.03231871;spremnik (1100 l);Lokacija-2160;Garbage
2024;2024-03-01;38.18280353;m3;Lokacija-3128;Gas
2024;2024-03-01;43.69925826;kWh;Lokacija-1627;Electicity
2024;2024-03-01;43.69925826;kWh;Lokacija-4246;Electicity
2024;2024-03-01;43.69925826;kWh;Lokacija-3629;Electicity
2024;2024-03-01;43.69925826;kWh;Lokacija-4857;Electicity
2024;2024-03-01;43.69925826;kWh;Lokacija-4811;Electicity
2024;2024-03-01;43.69925826;kWh;Lokacija-2625;Electicity
2024;2024-03-01;43.69925826;kWh;Lokacija-1213;Electicity
2024;2024-03-01;43.69925826;kWh;Lokacija-2649;Electicity
2024;2024-03-01;43.69925826;kWh;Lokacija-213;Electicity
2024;2024-03-01;43.69925826;kWh;Lokacija-4761;Electicity
2024;2024-03-01;47.47584222;m3;Lokacija-1013;Gas
2024;2024-03-01;56.33603892;kWh;Lokacija-3635;Electicity
2024;2024-03-01;58.45393512;kWh;Lokacija-4391;Electicity
2024;2024-03-01;68.05506456;kWh;Lokacija-3135;Electicity
2024;2024-03-01;69.46361546;m3;Lokacija-2256;Gas
2024;2024-03-01;69.66081522;m3;Lokacija-2875;Gas
2024;2024-03-01;75.03450868;m3;Lokacija-306;Gas
2024;2024-03-01;76.31485974;kWh;Lokacija-1046;Electicity
2024;2024-03-01;78.09110496;m3;Lokacija-4376;Gas
2024;2024-03-01;82.21731402;Litara;Vozilo-1301;Diesel
2024;2024-03-01;87.48274353;m3;Lokacija-1938;Gas
2024;2024-03-01;98.15618054;m3;Lokacija-2891;Gas
2024;2024-03-01;102.46992529;m3;Lokacija-4038;Gas
2024;2024-03-01;110.81873641;Litara;Vozilo-1750;Diesel
2024;2024-03-01;123.05265024;m3;Lokacija-4692;Gas
2024;2024-03-01;125.07394778;m3;Lokacija-800;Gas
2024;2024-03-01;128.13054406;m3;Lokacija-657;Gas
2024;2024-03-01;128.25379391;m3;Lokacija-549;Gas
2024;2024-03-01;128.64819343;m3;Lokacija-2393;Gas
2024;2024-03-01;143.33957555;m3;Lokacija-3866;Gas
2024;2024-03-01;152.48471442;m3;Lokacija-4090;Gas
2024;2024-03-01;160.84105425;m3;Lokacija-4549;Gas
2024;2024-03-01;161.17190082;kWh;Lokacija-1948;Electicity
2024;2024-03-01;164.80969942;m3;Lokacija-810;Gas
2024;2024-03-01;166.51054735;m3;Lokacija-3851;Gas
2024;2024-03-01;167.03141364;kWh;Lokacija-4326;Electicity
2024;2024-03-01;194.35227462;kWh;Lokacija-960;Electicity
2024;2024-03-01;253.05659202;m3;Lokacija-3698;Gas
2024;2024-03-01;256.21890042;kWh;Lokacija-4620;Thermal
2024;2024-03-01;300.79681870;Litara;Vozilo-3298;Diesel
2024;2024-03-01;304.37661870;m3;Lokacija-682;Water
2024;2024-03-01;304.48287702;kWh;Lokacija-223;Electicity
2024;2024-03-01;328.76808678;kWh;Lokacija-4387;Electicity
2024;2024-03-01;349.63517448;m3;Lokacija-1850;Gas
2024;2024-03-01;410.51888010;kWh;Lokacija-4361;Electicity
2024;2024-03-01;431.20366632;kWh;Lokacija-3006;Electicity
2024;2024-03-01;433.60394868;kWh;Lokacija-417;Electicity
2024;2024-03-01;437.91033762;kWh;Lokacija-4118;Electicity
2024;2024-03-01;445.74655356;kWh;Lokacija-383;Electicity
2024;2024-03-01;456.90080688;kWh;Lokacija-674;Electicity
2024;2024-03-01;458.42216580;kWh;Lokacija-3308;Thermal
2024;2024-03-01;458.95521483;kWh;Lokacija-713;Thermal
2024;2024-03-01;481.16559108;kWh;Lokacija-97;Thermal
2024;2024-03-01;482.05400613;kWh;Lokacija-417;Thermal
2024;2024-03-01;483.30391284;kWh;Lokacija-276;Electicity
2024;2024-03-01;494.59935924;kWh;Lokacija-106;Electicity
2024;2024-03-01;499.11157509;kWh;Lokacija-4633;Thermal
2024;2024-03-01;504.26438238;kWh;Lokacija-3000;Thermal
2024;2024-03-01;521.99081676;kWh;Lokacija-98;Electicity
2024;2024-03-01;524.67348528;kWh;Lokacija-48;Electicity
2024;2024-03-01;526.52849057;Litara;Vozilo-3552;Diesel
2024;2024-03-01;547.47616770;kWh;Lokacija-2335;Electicity
2024;2024-03-01;595.12883220;kWh;Lokacija-3875;Electicity
2024;2024-03-01;602.16772089;kWh;Lokacija-3108;Thermal
2024;2024-03-01;605.85950628;kWh;Lokacija-598;Electicity
2024;2024-03-01;624.77937900;kWh;Lokacija-4620;Electicity
2024;2024-03-01;629.88627045;kWh;Lokacija-3611;Thermal
2024;2024-03-01;633.88633266;kWh;Lokacija-2817;Electicity
2024;2024-03-01;637.06317696;kWh;Lokacija-4038;Electicity
2024;2024-03-01;637.98093198;kWh;Lokacija-3811;Electicity
2024;2024-03-01;655.84185660;kWh;Lokacija-158;Electicity
2024;2024-03-01;658.62254843;m3;Lokacija-4118;Gas
2024;2024-03-01;658.80691128;kWh;Lokacija-1932;Electicity
2024;2024-03-01;660.54524609;m3;Lokacija-1081;Gas
2024;2024-03-01;673.91457084;kWh;Lokacija-3363;Electicity
2024;2024-03-01;686.76314112;kWh;Lokacija-4536;Electicity
2024;2024-03-01;692.96373900;kWh;Lokacija-2319;Thermal
2024;2024-03-01;705.04618368;kWh;Lokacija-682;Thermal
2024;2024-03-01;712.33118709;kWh;Lokacija-4537;Thermal
2024;2024-03-01;715.42533636;kWh;Lokacija-810;Electicity
2024;2024-03-01;715.70716428;kWh;Lokacija-1361;Thermal
2024;2024-03-01;728.62688934;kWh;Lokacija-1179;Electicity
2024;2024-03-01;731.66254056;kWh;Lokacija-2949;Electicity
2024;2024-03-01;733.21566444;kWh;Lokacija-1417;Electicity
2024;2024-03-01;740.76949422;kWh;Lokacija-2156;Electicity
2024;2024-03-01;741.89903886;kWh;Lokacija-84;Electicity
2024;2024-03-01;742.04023194;kWh;Lokacija-3000;Electicity
2024;2024-03-01;750.72360636;kWh;Lokacija-62;Electicity
2024;2024-03-01;752.27673024;kWh;Lokacija-3898;Electicity
2024;2024-03-01;761.73666660;kWh;Lokacija-1437;Electicity
2024;2024-03-01;768.44333790;kWh;Lokacija-872;Electicity
2024;2024-03-01;776.27955384;kWh;Lokacija-4427;Electicity
2024;2024-03-01;778.42926681;kWh;Lokacija-4761;Thermal
2024;2024-03-01;785.38650750;kWh;Lokacija-713;Electicity
2024;2024-03-01;801.55311516;kWh;Lokacija-2853;Electicity
2024;2024-03-01;803.74160790;kWh;Lokacija-706;Electicity
2024;2024-03-01;812.21319270;kWh;Lokacija-780;Electicity
2024;2024-03-01;816.98647998;kWh;Lokacija-1965;Thermal
2024;2024-03-01;817.15495050;kWh;Lokacija-3865;Electicity
2024;2024-03-01;820.68477750;kWh;Lokacija-4376;Electicity
2024;2024-03-01;834.73348896;kWh;Lokacija-4192;Electicity
2024;2024-03-01;870.80832090;kWh;Lokacija-156;Electicity
2024;2024-03-01;871.44368976;kWh;Lokacija-1002;Electicity
2024;2024-03-01;875.32649946;kWh;Lokacija-4224;Electicity
2024;2024-03-01;878.10943542;kWh;Lokacija-1185;Thermal
2024;2024-03-01;878.92692300;kWh;Lokacija-4017;Electicity
2024;2024-03-01;884.61450000;m3;Lokacija-1392;Water
2024;2024-03-01;893.46981024;kWh;Lokacija-249;Electicity
2024;2024-03-01;894.34698540;Litara;Vozilo-2764;Diesel
2024;2024-03-01;930.18001104;kWh;Lokacija-3107;Electicity
2024;2024-03-01;936.32191002;kWh;Lokacija-3382;Electicity
2024;2024-03-01;938.51040276;kWh;Lokacija-4111;Electicity
2024;2024-03-01;941.54259321;Litara;Vozilo-134;Diesel
2024;2024-03-01;949.73525262;kWh;Lokacija-3772;Electicity
2024;2024-03-01;951.85314882;kWh;Lokacija-1358;Electicity
2024;2024-03-01;954.88880004;kWh;Lokacija-2257;Electicity
2024;2024-03-01;961.31308518;kWh;Lokacija-651;Electicity
