godina;Datum;Volume;JedMj;Lokacija;Energija
2024;2024-02-01;2.35987968;spremnik (1100 l);Lokacija-2156;Garbage
2024;2024-02-01;2.35987968;spremnik (1100 l);Lokacija-400;Garbage
2024;2024-02-01;2.35987968;spremnik (1100 l);Lokacija-3865;Garbage
2024;2024-02-01;2.36909796;spremnik (1100 l);Lokacija-3866;Garbage
2024;2024-02-01;2.38753452;spremnik (1100 l);Lokacija-2982;Garbage
2024;2024-02-01;2.41538220;m3;Lokacija-4549;Water
2024;2024-02-01;2.41979850;spremnik (1100 l);Lokacija-3572;Garbage
2024;2024-02-01;2.43823506;spremnik (1100 l);Lokacija-4549;Garbage
2024;2024-02-01;2.46538215;m3;Lokacija-657;Water
2024;2024-02-01;2.49584931;spremnik (1100 l);Lokacija-2256;Garbage
2024;2024-02-01;2.49999750;m3;Lokacija-1437;Water
2024;2024-02-01;2.56538205;m3;Lokacija-1727;Water
2024;2024-02-01;2.62260066;spremnik (1100 l);Lokacija-810;Garbage
2024;2024-02-01;2.62490523;spremnik (1100 l);Lokacija-1013;Garbage
2024;2024-02-01;2.63076660;m3;Lokacija-3889;Water
2024;2024-02-01;2.69865147;spremnik (1100 l);Lokacija-28;Garbage
2024;2024-02-01;2.69865147;spremnik (1100 l);Lokacija-3889;Garbage
2024;2024-02-01;2.70384345;m3;Lokacija-1357;Water
2024;2024-02-01;2.74999725;m3;Lokacija-1213;Water
2024;2024-02-01;2.75165658;spremnik (1100 l);Lokacija-3698;Garbage
2024;2024-02-01;2.75165658;spremnik (1100 l);Lokacija-2676;Garbage
2024;2024-02-01;2.75165658;spremnik (1100 l);Lokacija-3511;Garbage
2024;2024-02-01;2.75165658;spremnik (1100 l);Lokacija-3108;Garbage
2024;2024-02-01;2.75165658;spremnik (1100 l);Lokacija-342;Garbage
2024;2024-02-01;2.75165658;spremnik (1100 l);Lokacija-2307;Garbage
2024;2024-02-01;2.75165658;spremnik (1100 l);Lokacija-4230;Garbage
2024;2024-02-01;2.75165658;spremnik (1100 l);Lokacija-4620;Garbage
2024;2024-02-01;2.75165658;spremnik (1100 l);Lokacija-3611;Garbage
2024;2024-02-01;2.75165658;spremnik (1100 l);Lokacija-2649;Garbage
2024;2024-02-01;2.75165658;spremnik (1100 l);Lokacija-1338;Garbage
2024;2024-02-01;2.75165658;spremnik (1100 l);Lokacija-4391;Garbage
2024;2024-02-01;2.75165658;spremnik (1100 l);Lokacija-1046;Garbage
2024;2024-02-01;2.75165658;spremnik (1100 l);Lokacija-960;Garbage
2024;2024-02-01;2.75165658;spremnik (1100 l);Lokacija-2176;Garbage
2024;2024-02-01;2.75165658;spremnik (1100 l);Lokacija-1815;Garbage
2024;2024-02-01;2.75165658;spremnik (1100 l);Lokacija-4633;Garbage
2024;2024-02-01;2.75165658;spremnik (1100 l);Lokacija-1948;Garbage
2024;2024-02-01;2.75165658;spremnik (1100 l);Lokacija-543;Garbage
2024;2024-02-01;2.75165658;spremnik (1100 l);Lokacija-3811;Garbage
2024;2024-02-01;2.75165658;spremnik (1100 l);Lokacija-4111;Garbage
2024;2024-02-01;2.75165658;spremnik (1100 l);Lokacija-3000;Garbage
2024;2024-02-01;2.75165658;spremnik (1100 l);Lokacija-3851;Garbage
2024;2024-02-01;2.75165658;spremnik (1100 l);Lokacija-2143;Garbage
2024;2024-02-01;2.75165658;spremnik (1100 l);Lokacija-4017;Garbage
2024;2024-02-01;2.75165658;spremnik (1100 l);Lokacija-4251;Garbage
2024;2024-02-01;2.75165658;spremnik (1100 l);Lokacija-84;Garbage
2024;2024-02-01;2.75165658;spremnik (1100 l);Lokacija-1933;Garbage
2024;2024-02-01;2.75165658;spremnik (1100 l);Lokacija-1824;Garbage
2024;2024-02-01;2.75165658;spremnik (1100 l);Lokacija-414;Garbage
2024;2024-02-01;2.76087486;spremnik (1100 l);Lokacija-62;Garbage
2024;2024-02-01;2.77009314;spremnik (1100 l);Lokacija-2393;Garbage
2024;2024-02-01;2.77009314;spremnik (1100 l);Lokacija-432;Garbage
2024;2024-02-01;2.78161599;spremnik (1100 l);Lokacija-4656;Garbage
2024;2024-02-01;2.81157540;spremnik (1100 l);Lokacija-4177;Garbage
2024;2024-02-01;2.83001196;spremnik (1100 l);Lokacija-3289;Garbage
2024;2024-02-01;2.84999715;m3;Lokacija-17;Water
2024;2024-02-01;2.85768945;m3;Lokacija-1304;Water
2024;2024-02-01;2.88461250;m3;Lokacija-543;Water
2024;2024-02-01;2.88461250;m3;Lokacija-1498;Water
2024;2024-02-01;2.88461250;m3;Lokacija-3929;Water
2024;2024-02-01;2.88461250;m3;Lokacija-4633;Water
2024;2024-02-01;2.88461250;m3;Lokacija-3698;Water
2024;2024-02-01;2.88461250;m3;Lokacija-2176;Water
2024;2024-02-01;2.88461250;m3;Lokacija-2676;Water
2024;2024-02-01;2.91067191;spremnik (1100 l);Lokacija-3181;Garbage
2024;2024-02-01;2.93076630;m3;Lokacija-715;Water
2024;2024-02-01;3.01538160;m3;Lokacija-1062;Water
2024;2024-02-01;3.04433697;spremnik (1100 l);Lokacija-2949;Garbage
2024;2024-02-01;3.04664154;spremnik (1100 l);Lokacija-1026;Garbage
2024;2024-02-01;3.04664154;spremnik (1100 l);Lokacija-79;Garbage
2024;2024-02-01;3.05768925;m3;Lokacija-3629;Water
2024;2024-02-01;3.06277353;spremnik (1100 l);Lokacija-1704;Garbage
2024;2024-02-01;3.12960606;spremnik (1100 l);Lokacija-442;Garbage
2024;2024-02-01;3.13845840;m3;Lokacija-3733;Water
2024;2024-02-01;3.14999685;m3;Lokacija-3896;Water
2024;2024-02-01;3.19615065;m3;Lokacija-1637;Water
2024;2024-02-01;3.19999680;m3;Lokacija-2366;Water
2024;2024-02-01;3.19999680;m3;Lokacija-2746;Water
2024;2024-02-01;3.21538140;m3;Lokacija-1752;Water
2024;2024-02-01;3.22307370;m3;Lokacija-3875;Water
2024;2024-02-01;3.24022542;spremnik (1100 l);Lokacija-2206;Garbage
2024;2024-02-01;3.24230445;m3;Lokacija-3866;Water
2024;2024-02-01;3.24713913;spremnik (1100 l);Lokacija-1850;Garbage
2024;2024-02-01;3.24713913;spremnik (1100 l);Lokacija-2036;Garbage
2024;2024-02-01;3.26557569;spremnik (1100 l);Lokacija-3342;Garbage
2024;2024-02-01;3.28461210;m3;Lokacija-934;Water
2024;2024-02-01;3.28845825;m3;Lokacija-3863;Water
2024;2024-02-01;3.29783967;spremnik (1100 l);Lokacija-1738;Garbage
2024;2024-02-01;3.31922745;m3;Lokacija-4326;Water
2024;2024-02-01;3.33076590;m3;Lokacija-2477;Water
2024;2024-02-01;3.37307355;m3;Lokacija-362;Water
2024;2024-02-01;3.37619505;spremnik (1100 l);Lokacija-1938;Garbage
2024;2024-02-01;3.38310876;spremnik (1100 l);Lokacija-4376;Garbage
2024;2024-02-01;3.38541333;spremnik (1100 l);Lokacija-1658;Garbage
2024;2024-02-01;3.45099580;m3;Lokacija-1357;Gas
2024;2024-02-01;3.45099580;m3;Lokacija-1081;Gas
2024;2024-02-01;3.45099580;m3;Lokacija-1261;Gas
2024;2024-02-01;3.45099580;m3;Lokacija-3177;Gas
2024;2024-02-01;3.45099580;m3;Lokacija-3572;Gas
2024;2024-02-01;3.45099580;m3;Lokacija-1627;Gas
2024;2024-02-01;3.45224586;spremnik (1100 l);Lokacija-2746;Garbage
2024;2024-02-01;3.45685500;spremnik (1100 l);Lokacija-393;Garbage
2024;2024-02-01;3.45685500;spremnik (1100 l);Lokacija-1498;Garbage
2024;2024-02-01;3.45685500;spremnik (1100 l);Lokacija-362;Garbage
2024;2024-02-01;3.45685500;spremnik (1100 l);Lokacija-138;Garbage
2024;2024-02-01;3.49615035;m3;Lokacija-2256;Water
2024;2024-02-01;3.50294640;spremnik (1100 l);Lokacija-4038;Garbage
2024;2024-02-01;3.56153490;m3;Lokacija-2817;Water
2024;2024-02-01;3.62278404;spremnik (1100 l);Lokacija-1002;Garbage
2024;2024-02-01;3.65274345;spremnik (1100 l);Lokacija-172;Garbage
2024;2024-02-01;3.68500743;spremnik (1100 l);Lokacija-3300;Garbage
2024;2024-02-01;3.77027652;spremnik (1100 l);Lokacija-3588;Garbage
2024;2024-02-01;3.77144541;m3;Lokacija-3629;Gas
2024;2024-02-01;3.80254050;spremnik (1100 l);Lokacija-1761;Garbage
2024;2024-02-01;3.86476389;spremnik (1100 l);Lokacija-2444;Garbage
2024;2024-02-01;3.91153455;m3;Lokacija-2949;Water
2024;2024-02-01;3.91922685;m3;Lokacija-1508;Water
2024;2024-02-01;3.91922685;m3;Lokacija-780;Water
2024;2024-02-01;3.91922685;m3;Lokacija-3308;Water
2024;2024-02-01;3.98229696;spremnik (1100 l);Lokacija-2596;Garbage
2024;2024-02-01;3.98921067;spremnik (1100 l);Lokacija-2504;Garbage
2024;2024-02-01;4.00384215;m3;Lokacija-4391;Water
2024;2024-02-01;4.00995180;spremnik (1100 l);Lokacija-221;Garbage
2024;2024-02-01;4.00995180;spremnik (1100 l);Lokacija-3980;Garbage
2024;2024-02-01;4.03461135;m3;Lokacija-1275;Water
2024;2024-02-01;4.03461135;m3;Lokacija-713;Water
2024;2024-02-01;4.03461135;m3;Lokacija-4811;Water
2024;2024-02-01;4.05834777;spremnik (1100 l);Lokacija-1247;Garbage
2024;2024-02-01;4.06987062;spremnik (1100 l);Lokacija-332;Garbage
2024;2024-02-01;4.06987062;spremnik (1100 l);Lokacija-766;Garbage
2024;2024-02-01;4.06987062;spremnik (1100 l);Lokacija-4683;Garbage
2024;2024-02-01;4.07691900;m3;Lokacija-3572;Water
2024;2024-02-01;4.11922665;m3;Lokacija-636;Water
2024;2024-02-01;4.12691895;m3;Lokacija-2036;Water
2024;2024-02-01;4.15053057;spremnik (1100 l);Lokacija-2357;Garbage
2024;2024-02-01;4.16153430;m3;Lokacija-3300;Water
2024;2024-02-01;4.21736310;spremnik (1100 l);Lokacija-636;Garbage
2024;2024-02-01;4.23076500;m3;Lokacija-28;Water
2024;2024-02-01;4.23119052;spremnik (1100 l);Lokacija-4202;Garbage
2024;2024-02-01;4.23119052;spremnik (1100 l);Lokacija-3295;Garbage
2024;2024-02-01;4.25768805;m3;Lokacija-4557;Water
2024;2024-02-01;4.26345450;spremnik (1100 l);Lokacija-97;Garbage
2024;2024-02-01;4.26345450;spremnik (1100 l);Lokacija-2366;Garbage
2024;2024-02-01;4.26345450;spremnik (1100 l);Lokacija-1637;Garbage
2024;2024-02-01;4.26575907;spremnik (1100 l);Lokacija-958;Garbage
2024;2024-02-01;4.27036821;spremnik (1100 l);Lokacija-4137;Garbage
2024;2024-02-01;4.29110934;spremnik (1100 l);Lokacija-1081;Garbage
2024;2024-02-01;4.32106875;spremnik (1100 l);Lokacija-4134;Garbage
2024;2024-02-01;4.34999565;m3;Lokacija-2156;Water
2024;2024-02-01;4.35768795;m3;Lokacija-1180;Water
2024;2024-02-01;4.37176929;spremnik (1100 l);Lokacija-2940;Garbage
2024;2024-02-01;4.38559671;spremnik (1100 l);Lokacija-3033;Garbage
2024;2024-02-01;4.41555612;spremnik (1100 l);Lokacija-706;Garbage
2024;2024-02-01;4.45384170;m3;Lokacija-4642;Water
2024;2024-02-01;4.45384170;m3;Lokacija-888;Water
2024;2024-02-01;4.50768780;m3;Lokacija-213;Water
2024;2024-02-01;4.55152575;spremnik (1100 l);Lokacija-3119;Garbage
2024;2024-02-01;4.59531258;spremnik (1100 l);Lokacija-3409;Garbage
2024;2024-02-01;4.65292683;spremnik (1100 l);Lokacija-1354;Garbage
2024;2024-02-01;4.66922610;m3;Lokacija-4038;Water
2024;2024-02-01;4.69614915;m3;Lokacija-1850;Water
2024;2024-02-01;4.69901823;spremnik (1100 l);Lokacija-4622;Garbage
2024;2024-02-01;4.73128221;spremnik (1100 l);Lokacija-223;Garbage
2024;2024-02-01;4.77276447;spremnik (1100 l);Lokacija-990;Garbage
2024;2024-02-01;4.78845675;m3;Lokacija-1286;Water
2024;2024-02-01;4.84614900;m3;Lokacija-4537;Water
2024;2024-02-01;4.86725184;spremnik (1100 l);Lokacija-2347;Garbage
2024;2024-02-01;4.94614890;m3;Lokacija-2192;Water
2024;2024-02-01;4.98076425;m3;Lokacija-1013;Water
2024;2024-02-01;5.00552604;spremnik (1100 l);Lokacija-3988;Garbage
2024;2024-02-01;5.00552604;spremnik (1100 l);Lokacija-1358;Garbage
2024;2024-02-01;5.00783061;spremnik (1100 l);Lokacija-438;Garbage
2024;2024-02-01;5.00783061;spremnik (1100 l);Lokacija-3334;Garbage
2024;2024-02-01;5.02857174;spremnik (1100 l);Lokacija-4811;Garbage
2024;2024-02-01;5.02857174;spremnik (1100 l);Lokacija-1275;Garbage
2024;2024-02-01;5.03845650;m3;Lokacija-978;Water
2024;2024-02-01;5.07696771;spremnik (1100 l);Lokacija-1657;Garbage
2024;2024-02-01;5.11537950;m3;Lokacija-221;Water
2024;2024-02-01;5.11537950;m3;Lokacija-79;Water
2024;2024-02-01;5.12997282;spremnik (1100 l);Lokacija-3979;Garbage
2024;2024-02-01;5.16684594;spremnik (1100 l);Lokacija-3674;Garbage
2024;2024-02-01;5.18528250;spremnik (1100 l);Lokacija-3285;Garbage
2024;2024-02-01;5.18528250;spremnik (1100 l);Lokacija-843;Garbage
2024;2024-02-01;5.18528250;spremnik (1100 l);Lokacija-1325;Garbage
2024;2024-02-01;5.20602363;spremnik (1100 l);Lokacija-1759;Garbage
2024;2024-02-01;5.20602363;spremnik (1100 l);Lokacija-674;Garbage
2024;2024-02-01;5.20832820;spremnik (1100 l);Lokacija-2853;Garbage
2024;2024-02-01;5.25441960;spremnik (1100 l);Lokacija-577;Garbage
2024;2024-02-01;5.27691780;m3;Lokacija-342;Water
2024;2024-02-01;5.28461010;m3;Lokacija-3073;Water
2024;2024-02-01;5.33845620;m3;Lokacija-2691;Water
2024;2024-02-01;5.37195267;spremnik (1100 l);Lokacija-4255;Garbage
2024;2024-02-01;5.43076380;m3;Lokacija-1338;Water
2024;2024-02-01;5.43187149;spremnik (1100 l);Lokacija-2056;Garbage
2024;2024-02-01;5.44569891;spremnik (1100 l);Lokacija-3898;Garbage
2024;2024-02-01;5.49179031;spremnik (1100 l);Lokacija-1593;Garbage
2024;2024-02-01;5.50768680;m3;Lokacija-2143;Water
2024;2024-02-01;5.54249085;spremnik (1100 l);Lokacija-1357;Garbage
2024;2024-02-01;5.64614820;m3;Lokacija-3108;Water
2024;2024-02-01;5.64614820;m3;Lokacija-2875;Water
2024;2024-02-01;5.68998333;spremnik (1100 l);Lokacija-2875;Garbage
2024;2024-02-01;5.68998333;spremnik (1100 l);Lokacija-4361;Garbage
2024;2024-02-01;5.68998333;spremnik (1100 l);Lokacija-1854;Garbage
2024;2024-02-01;5.73607473;spremnik (1100 l);Lokacija-1585;Garbage
2024;2024-02-01;5.76142500;spremnik (1100 l);Lokacija-3298;Garbage
2024;2024-02-01;5.76142500;spremnik (1100 l);Lokacija-946;Garbage
2024;2024-02-01;5.76142500;spremnik (1100 l);Lokacija-2764;Garbage
2024;2024-02-01;5.77307115;m3;Lokacija-3000;Water
2024;2024-02-01;5.80521183;spremnik (1100 l);Lokacija-4030;Garbage
2024;2024-02-01;5.91122205;spremnik (1100 l);Lokacija-2316;Garbage
2024;2024-02-01;5.95500888;spremnik (1100 l);Lokacija-2911;Garbage
2024;2024-02-01;5.98727286;spremnik (1100 l);Lokacija-850;Garbage
2024;2024-02-01;5.98727286;spremnik (1100 l);Lokacija-1622;Garbage
2024;2024-02-01;5.98727286;spremnik (1100 l);Lokacija-4849;Garbage
2024;2024-02-01;5.98727286;spremnik (1100 l);Lokacija-3134;Garbage
2024;2024-02-01;5.98727286;spremnik (1100 l);Lokacija-3632;Garbage
2024;2024-02-01;5.98727286;spremnik (1100 l);Lokacija-98;Garbage
2024;2024-02-01;5.98727286;spremnik (1100 l);Lokacija-158;Garbage
2024;2024-02-01;5.98727286;spremnik (1100 l);Lokacija-106;Garbage
2024;2024-02-01;5.98727286;spremnik (1100 l);Lokacija-3093;Garbage
2024;2024-02-01;5.98727286;spremnik (1100 l);Lokacija-2057;Garbage
2024;2024-02-01;5.98727286;spremnik (1100 l);Lokacija-724;Garbage
2024;2024-02-01;5.98727286;spremnik (1100 l);Lokacija-1466;Garbage
2024;2024-02-01;5.98727286;spremnik (1100 l);Lokacija-598;Garbage
2024;2024-02-01;5.98727286;spremnik (1100 l);Lokacija-1179;Garbage
2024;2024-02-01;5.98727286;spremnik (1100 l);Lokacija-156;Garbage
2024;2024-02-01;6.02875512;spremnik (1100 l);Lokacija-3560;Garbage
2024;2024-02-01;6.06922470;m3;Lokacija-1026;Water
2024;2024-02-01;6.07691700;m3;Lokacija-2297;Water
2024;2024-02-01;6.18076305;m3;Lokacija-810;Water
2024;2024-02-01;6.23460915;m3;Lokacija-3134;Water
2024;2024-02-01;6.26382126;spremnik (1100 l);Lokacija-1752;Garbage
2024;2024-02-01;6.28076295;m3;Lokacija-3851;Water
2024;2024-02-01;6.34678578;spremnik (1100 l);Lokacija-2691;Garbage
2024;2024-02-01;6.35830863;spremnik (1100 l);Lokacija-1727;Garbage
2024;2024-02-01;6.35830863;spremnik (1100 l);Lokacija-4655;Garbage
2024;2024-02-01;6.35830863;spremnik (1100 l);Lokacija-1673;Garbage
2024;2024-02-01;6.35830863;spremnik (1100 l);Lokacija-4282;Garbage
2024;2024-02-01;6.36291777;spremnik (1100 l);Lokacija-1883;Garbage
2024;2024-02-01;6.36752691;spremnik (1100 l);Lokacija-1315;Garbage
2024;2024-02-01;6.43666401;spremnik (1100 l);Lokacija-657;Garbage
2024;2024-02-01;6.49888740;spremnik (1100 l);Lokacija-3597;Garbage
2024;2024-02-01;6.51501939;spremnik (1100 l);Lokacija-3495;Garbage
2024;2024-02-01;6.56922420;m3;Lokacija-4620;Water
2024;2024-02-01;6.66942558;spremnik (1100 l);Lokacija-1491;Garbage
2024;2024-02-01;6.67691640;m3;Lokacija-4692;Water
2024;2024-02-01;6.82691625;m3;Lokacija-3988;Water
2024;2024-02-01;6.86761860;spremnik (1100 l);Lokacija-1579;Garbage
2024;2024-02-01;6.87683688;spremnik (1100 l);Lokacija-3494;Garbage
2024;2024-02-01;6.90910086;spremnik (1100 l);Lokacija-4669;Garbage
2024;2024-02-01;6.91371000;spremnik (1100 l);Lokacija-4642;Garbage
2024;2024-02-01;6.95749683;spremnik (1100 l);Lokacija-3128;Garbage
2024;2024-02-01;6.99230070;m3;Lokacija-223;Water
2024;2024-02-01;7.00059148;m3;Lokacija-4557;Gas
2024;2024-02-01;7.01153145;m3;Lokacija-1815;Water
2024;2024-02-01;7.01511108;spremnik (1100 l);Lokacija-2035;Garbage
2024;2024-02-01;7.01511108;spremnik (1100 l);Lokacija-1932;Garbage
2024;2024-02-01;7.01511108;spremnik (1100 l);Lokacija-48;Garbage
2024;2024-02-01;7.01511108;spremnik (1100 l);Lokacija-383;Garbage
2024;2024-02-01;7.15568985;spremnik (1100 l);Lokacija-3974;Garbage
2024;2024-02-01;7.19614665;m3;Lokacija-3298;Water
2024;2024-02-01;7.20383895;m3;Lokacija-1081;Water
2024;2024-02-01;7.20768510;m3;Lokacija-3611;Water
2024;2024-02-01;7.26922350;m3;Lokacija-2319;Water
2024;2024-02-01;7.26922350;m3;Lokacija-134;Water
2024;2024-02-01;7.36537725;m3;Lokacija-1496;Water
2024;2024-02-01;7.42532454;spremnik (1100 l);Lokacija-2799;Garbage
2024;2024-02-01;7.47141594;spremnik (1100 l);Lokacija-348;Garbage
2024;2024-02-01;7.57742616;spremnik (1100 l);Lokacija-953;Garbage
2024;2024-02-01;7.60383855;m3;Lokacija-4857;Water
2024;2024-02-01;7.90237053;spremnik (1100 l);Lokacija-2180;Garbage
2024;2024-02-01;7.91850252;spremnik (1100 l);Lokacija-1965;Garbage
2024;2024-02-01;7.94999205;m3;Lokacija-1361;Water
2024;2024-02-01;8.12821839;spremnik (1100 l);Lokacija-134;Garbage
2024;2024-02-01;8.12821839;spremnik (1100 l);Lokacija-4324;Garbage
2024;2024-02-01;8.21348748;spremnik (1100 l);Lokacija-17;Garbage
2024;2024-02-01;8.28076095;m3;Lokacija-3128;Water
2024;2024-02-01;8.31488856;spremnik (1100 l);Lokacija-4537;Garbage
2024;2024-02-01;8.39324394;spremnik (1100 l);Lokacija-3642;Garbage
2024;2024-02-01;8.40578920;Litara;Vozilo-3315;Diesel
2024;2024-02-01;8.51308158;spremnik (1100 l);Lokacija-2162;Garbage
2024;2024-02-01;8.51308158;spremnik (1100 l);Lokacija-780;Garbage
2024;2024-02-01;8.51308158;spremnik (1100 l);Lokacija-1496;Garbage
2024;2024-02-01;8.51308158;spremnik (1100 l);Lokacija-4692;Garbage
2024;2024-02-01;8.51308158;spremnik (1100 l);Lokacija-4380;Garbage
2024;2024-02-01;8.51308158;spremnik (1100 l);Lokacija-3929;Garbage
2024;2024-02-01;8.62600551;spremnik (1100 l);Lokacija-20;Garbage
2024;2024-02-01;8.62600551;spremnik (1100 l);Lokacija-2217;Garbage
2024;2024-02-01;8.65768365;m3;Lokacija-414;Water
2024;2024-02-01;8.84933923;m3;Lokacija-1815;Gas
2024;2024-02-01;9.24229845;m3;Lokacija-4655;Water
2024;2024-02-01;9.32306760;m3;Lokacija-4090;Water
2024;2024-02-01;9.63310260;spremnik (1100 l);Lokacija-3739;Garbage
2024;2024-02-01;9.63540717;spremnik (1100 l);Lokacija-250;Garbage
2024;2024-02-01;9.63540717;spremnik (1100 l);Lokacija-395;Garbage
2024;2024-02-01;9.65383650;m3;Lokacija-4230;Water
2024;2024-02-01;9.77691330;m3;Lokacija-2309;Water
2024;2024-02-01;9.81977277;spremnik (1100 l);Lokacija-1286;Garbage
2024;2024-02-01;9.90768240;m3;Lokacija-1185;Water
2024;2024-02-01;9.93460545;m3;Lokacija-4017;Water
2024;2024-02-01;10.05714348;spremnik (1100 l);Lokacija-4308;Garbage
2024;2024-02-01;10.20508758;m3;Lokacija-2309;Gas
2024;2024-02-01;10.75312362;spremnik (1100 l);Lokacija-792;Garbage
2024;2024-02-01;11.21537340;m3;Lokacija-3980;Water
2024;2024-02-01;11.52285000;spremnik (1100 l);Lokacija-1420;Garbage
2024;2024-02-01;11.75768055;m3;Lokacija-792;Water
2024;2024-02-01;11.86152660;m3;Lokacija-1491;Water
2024;2024-02-01;11.91152655;m3;Lokacija-2357;Water
2024;2024-02-01;11.97454572;spremnik (1100 l);Lokacija-1983;Garbage
2024;2024-02-01;12.31152615;m3;Lokacija-2799;Water
2024;2024-02-01;12.51921825;m3;Lokacija-1344;Water
2024;2024-02-01;12.54377451;spremnik (1100 l);Lokacija-4684;Garbage
2024;2024-02-01;12.55383360;m3;Lokacija-3723;Water
2024;2024-02-01;12.71661726;spremnik (1100 l);Lokacija-926;Garbage
2024;2024-02-01;13.43075580;m3;Lokacija-4324;Water
2024;2024-02-01;14.02306290;m3;Lokacija-20;Water
2024;2024-02-01;14.93844660;m3;Lokacija-3560;Water
2024;2024-02-01;17.33497554;spremnik (1100 l);Lokacija-3601;Garbage
2024;2024-02-01;19.21780923;spremnik (1100 l);Lokacija-2394;Garbage
2024;2024-02-01;19.63263183;spremnik (1100 l);Lokacija-4182;Garbage
2024;2024-02-01;20.12001390;kWh;Lokacija-2297;Electicity
2024;2024-02-01;21.64613220;m3;Lokacija-2649;Water
2024;2024-02-01;22.87327896;kWh;Lokacija-1361;Electicity
2024;2024-02-01;28.11535650;m3;Lokacija-1948;Water
2024;2024-02-01;28.71535590;m3;Lokacija-2307;Water
2024;2024-02-01;35.91672345;spremnik (1100 l);Lokacija-2160;Garbage
2024;2024-02-01;38.47822470;Litara;Vozilo-1301;Diesel
2024;2024-02-01;43.69925826;kWh;Lokacija-4761;Electicity
2024;2024-02-01;43.69925826;kWh;Lokacija-3629;Electicity
2024;2024-02-01;43.69925826;kWh;Lokacija-2649;Electicity
2024;2024-02-01;43.69925826;kWh;Lokacija-1627;Electicity
2024;2024-02-01;43.69925826;kWh;Lokacija-4246;Electicity
2024;2024-02-01;43.69925826;kWh;Lokacija-2625;Electicity
2024;2024-02-01;43.69925826;kWh;Lokacija-213;Electicity
2024;2024-02-01;43.69925826;kWh;Lokacija-4857;Electicity
2024;2024-02-01;43.69925826;kWh;Lokacija-1213;Electicity
2024;2024-02-01;43.69925826;kWh;Lokacija-4811;Electicity
2024;2024-02-01;46.09544390;m3;Lokacija-4539;Gas
2024;2024-02-01;51.88845690;kWh;Lokacija-4391;Electicity
2024;2024-02-01;65.86657182;kWh;Lokacija-3135;Electicity
2024;2024-02-01;69.60818844;kWh;Lokacija-1046;Electicity
2024;2024-02-01;72.37231192;m3;Lokacija-1013;Gas
2024;2024-02-01;74.59080922;m3;Lokacija-2256;Gas
2024;2024-02-01;77.10137680;Litara;Vozilo-1750;Diesel
2024;2024-02-01;78.09110496;m3;Lokacija-4376;Gas
2024;2024-02-01;85.92979542;m3;Lokacija-3128;Gas
2024;2024-02-01;93.20153657;m3;Lokacija-1738;Gas
2024;2024-02-01;108.08330274;kWh;Lokacija-3635;Electicity
2024;2024-02-01;114.74561035;m3;Lokacija-2875;Gas
2024;2024-02-01;136.11713434;m3;Lokacija-2393;Gas
2024;2024-02-01;140.70202876;m3;Lokacija-306;Gas
2024;2024-02-01;140.84992858;m3;Lokacija-4692;Gas
2024;2024-02-01;147.45612054;m3;Lokacija-4038;Gas
2024;2024-02-01;147.75855822;kWh;Lokacija-4380;Electicity
2024;2024-02-01;152.55912294;kWh;Lokacija-1948;Electicity
2024;2024-02-01;159.83040548;m3;Lokacija-97;Gas
2024;2024-02-01;169.85527524;kWh;Lokacija-4326;Electicity
2024;2024-02-01;183.86412623;m3;Lokacija-657;Gas
2024;2024-02-01;187.33977200;m3;Lokacija-800;Gas
2024;2024-02-01;192.56556564;m3;Lokacija-549;Gas
2024;2024-02-01;199.81265682;m3;Lokacija-1938;Gas
2024;2024-02-01;211.29954284;m3;Lokacija-3866;Gas
2024;2024-02-01;237.36130110;m3;Lokacija-682;Water
2024;2024-02-01;246.10530048;m3;Lokacija-2746;Gas
2024;2024-02-01;251.65154373;m3;Lokacija-810;Gas
2024;2024-02-01;258.70646256;kWh;Lokacija-4620;Thermal
2024;2024-02-01;289.65760362;kWh;Lokacija-223;Electicity
2024;2024-02-01;294.32064180;m3;Lokacija-4549;Gas
2024;2024-02-01;302.28232455;Litara;Vozilo-3298;Diesel
2024;2024-02-01;314.01340992;kWh;Lokacija-4387;Electicity
2024;2024-02-01;328.11575067;m3;Lokacija-4090;Gas
2024;2024-02-01;328.11575067;m3;Lokacija-3851;Gas
2024;2024-02-01;332.55274527;m3;Lokacija-3698;Gas
2024;2024-02-01;365.45617821;Litara;Vozilo-3552;Diesel
2024;2024-02-01;365.69007720;kWh;Lokacija-417;Electicity
2024;2024-02-01;407.20084272;kWh;Lokacija-3006;Electicity
2024;2024-02-01;419.48464068;kWh;Lokacija-4118;Electicity
2024;2024-02-01;420.33179916;kWh;Lokacija-4361;Electicity
2024;2024-02-01;437.41616184;kWh;Lokacija-106;Electicity
2024;2024-02-01;476.90119884;kWh;Lokacija-713;Thermal
2024;2024-02-01;481.16559108;kWh;Lokacija-3308;Thermal
2024;2024-02-01;517.75502436;kWh;Lokacija-960;Electicity
2024;2024-02-01;522.13200984;kWh;Lokacija-98;Electicity
2024;2024-02-01;524.46169566;kWh;Lokacija-2335;Electicity
2024;2024-02-01;553.61806668;kWh;Lokacija-48;Electicity
2024;2024-02-01;565.61821162;m3;Lokacija-1850;Gas
2024;2024-02-01;577.46978250;kWh;Lokacija-4633;Thermal
2024;2024-02-01;579.66869452;m3;Lokacija-4118;Gas
2024;2024-02-01;595.69360452;kWh;Lokacija-674;Electicity
